date_added;id;name;brand;owner;condition;condition_desctription;retail_price;tc_price;sold
2023-05-15;outfit.cd2a0bc414874c5e95b22b854504f741;Sand Crochet Sweater;Urban Pioneers;Urban Pioneers;;;1800;540.0;False
2023-01-12;outfit.cd447abfa94c4c29a21c2f177d8eb7e8;S Delicate Maxi Dress;byTiMo;Qomo;;;2800;840.0000000000002;False
2023-06-15;outfit.cd92590952d54e1d8b3bec0bbecb901b;L Lovise Shirt Jet Stream White;FWSS;FJONG;;;1900;570.0;True
2023-09-15;outfit.cddfffe1218d43bfbd185b5c9059e380;Safari Shirt Beige;Lexington Company;FJONG;;;2200;660.0;False
2024-01-25;outfit.ce7cbefd380242528034995e681bee2a;Dots Hot Pink Ring My Bell Top;Høst & Vår;Høst & Vår;;;4000;1200.0;False
2022-09-15;outfit.ceb25ee97e894d46869ca3eb799d48e0;Washes Silk Dress Mint Dandy;FWSS;FJONG;;;3400;1020.0;False
2022-07-12;outfit.ceb25ee97e894d46869ca3eb799d48e0;L Washes Silk Dress Mint Dandy;FWSS;FJONG;;;2500;750.0;False
2022-06-27;outfit.cebb78fc070a46708f27b61272a92472;L Doris Shirt;FWSS;Mani Studio Moss;;;2600;780.0000000000002;False
;outfit.cf181b3cc29245dfb8ebf46f158719fe;M Cameron Creme Blouse;Ganni;Høyer;;;1900;570.0;False
2023-12-12;outfit.cf6a1c3019e04007954fdd515c7368b7;M Black Tia Linen Dress;Ella&il;ella&il;;;2000;600.0;True
2023-05-15;outfit.d06ff4c4bf5444a9bf498d600c5a90a3;S Sand Crochet Sweater;Urban Pioneers;Urban Pioneers;;;1800;540.0;True
2024-01-25;outfit.d0971ed6376549a998163707dbbed87b;Viv Dress;Filippa K;Mani Studio Moss;;;1300;310.0;True
2022-09-15;outfit.d0ed2b4fe444472dbabf206ef19312d2;S Silver Sage Stambecco Skirt;FWSS;FWSS;;;1600;480.0;True
2024-01-25;outfit.d11046e06d9a47b18ede6f18368ae335;Smooth Knit Top;Holzweiler;HOLZWEILER;2 - Very good condition;;3200;1280.0;False
2023-09-19;outfit.d136925f480a4ab094ed3253a5eaa95d;Spring Shortsleeve Dress Grey;C.L.E.A.N. by Christina Ledang;C.L.E.A.N. by Christina Ledang;;;1300;390.0000000000001;False
2024-01-25;outfit.d18dc9bfe01b466098024465029e8d92;1 Orca Chiffon Top;By Malene Birger;Høyer;;;1300;390.0000000000001;True
2022-09-15;outfit.d1bc12fa469845ccbd0122fa8c18f0a9;Cropped Bubble Jacket;C.L.E.A.N. by Christina Ledang;C.L.E.A.N. by Christina Ledang;;;1200;360.0;False
;outfit.d2272a5948f34beab9bbc51046216f33;XL 1 Cameron Skirt;Ganni;Høyer;;;2000;600.0;True
2023-09-19;outfit.d2be169b5ef2410d986883ce52bd5271;Lagoon Print Tunic;SoyaAulait;Soyaaulait;;;1800;540.0;False
;outfit.d30ce96554c04ee3a5d72d87c9213df8;L Nightshade Sophia Skirt;MAUD;Høyer;;;2400;500.0;False
2023-10-31;outfit.d3970e5f36ce440fb7ad9d7b74cc7f48;Brown Patterned Button Shirt;Calvin Klein;Gunhild Stordalen;5 - Damaged;Stains;5500;1650.0000000000005;False
2023-10-12;outfit.d3a08b1d59da4acebd43fc2cf39e1adc;S Nivelle Blazer;By Malene Birger;Mani Studio Moss;;;1000;300.0;True
2023-09-19;outfit.d442666efaa34f429ad0b56c0046f6a6;Ceiling Block Print Aria Dress;Holzweiler;HOLZWEILER;;;2700;810.0;False
2023-01-12;outfit.d468e53bcb3544b1beb406d5a78b2c9a;3 Mint Maiya Blouse;Baum Und Pferdgarten;Høyer;;;1800;540.0;False
2023-09-15;outfit.d4762c5a678d4cc49fe189824797ca46;Smoke Gray Nude Alvhild Trousers;FWSS;FWSS;;;3000;900.0;False
2023-09-15;outfit.d4b8551425324d18b3c452530cbb7b2f;Nukana Blouse;Second Female;Mani Studio Moss;;;1800;540.0;False
2023-09-15;outfit.d4c24953950847ec8de022460b917ebc;Paula Sweater Camel;Rodebjer;Rodebjer;;;1000;300.0;True
;outfit.d4d3253508904b4a92420dfb11738491;S1 Ruffled Red Skirt;Carven;Høyer;;;1900;570.0;False
2023-09-15;outfit.d4d9a2f3dbc6423dbb1d252fc7d40474;Black Romanian Cardigan Dress;Ami Amalia;Ami Amalia;;;1900;450.0;False
2023-09-15;outfit.d59aa8f0d8c048c68be664df7ce72bb1;Bacopa Blue Bonnet Long Dress;Samsøe & Samsøe;FJONG;;;1300;390.0000000000001;False
;outfit.d5dec0c3b00d49d991202de754c91ab7;Zanny Pink Flower Dress;Line of Oslo;FJONG;;;2300;690.0;False
2023-05-15;outfit.d6c5db4af7bb4bffba3bcded0937e471;XS Green Voss Skirt;Holzweiler;Holzweiler;;;2600;780.0000000000002;False
2023-01-12;outfit.d6f084a765844f26ba8e111a8a02fc58;Lecce Dress;Via Miralles;Via Fernando Miralles;;;;13000.0;False
2022-08-18;outfit.d70247c33e4b42569675e32cc3727701;Tailored Red Blazer;byTimo;FJONG;4 - Minor defects;;1600;549.0;False
2023-09-19;outfit.d71afbee76cc4c09ba50a580f3fdcb90;Multicolor Floral Dress;Kenzo;Høyer;;;3000;900.0;True
2023-09-19;outfit.d74bae88d366402b8dd4864f3f98bc6d;Sand Skunk Trouser;Holzweiler;HOLZWEILER;;;7800;1900.0;False
2023-09-15;outfit.d77d5f4c2f874724a72a51f676a96fee;Yellow Bo Shirt;Holzweiler;HOLZWEILER;;;2000;600.0;False
;outfit.d78cbfab144149069da04737d98450a1;S Christine Olive Top;Hofmann Copenhagen;FJONG;;;1000;549.0;False
2023-09-19;outfit.d81902b0066044ac9204098381820612;Sand Skunk Trouser;Holzweiler;HOLZWEILER;;;2400;720.0;False
2023-01-10;outfit.d81ef5af6f7b43358348ff1113aeb904;L Kitty Ponderosa Pine Dress;FWSS;FJONG;;;2400;720.0;False
2023-05-15;outfit.d82db8f042914e938d090b15b4854c7b;S Ivory Joan Dress;SOYAAULAIT;Soyaaulait;3 - Good condition;;;200.0;True
2024-01-25;outfit.d88867bac5e048abbe1ac8a217cda387;Orange Naomi Safari Shirt;Urban Pioneers;Urban Pioneers;;;4300;1290.0;True
2023-05-15;outfit.d88fbc52d6a3423995960e58dd3b44a5;XS Eden Trouser;Holzweiler;Holzweiler;;;1800;540.0;True
2022-08-16;outfit.d8a69260f3c5408b9814df9ecad8c09b;Milla Silver Sage Dress;FWSS;FWSS;;;2500;750.0;False
2023-09-15;outfit.d8f20c3b2cae42b29b56f2b61cb6e715;Carrie Green Blouse;Undorn;Undorn;;;1800;540.0;False
2023-10-31;outfit.d91c416ae1584028ba0c20f1329bbb97;Pleated Arm Top Aspen Gold;Maud;FJONG;;;1000;300.0;False
2023-12-12;outfit.d91c416ae1584028ba0c20f1329bbb97;M Pleated Arm Top Aspen Gold;Maud;FJONG;;;1800;540.0;False
2024-01-25;outfit.d9723957e2564b8cb60fa7773d68fe6d;3 Cameron Dotted Blouse;Ganni;Høyer;;;2000;600.0;True
2023-09-19;outfit.d9cad0d726264cf18faa5e2b4f9974e6;C.L.E.A.N Dress White;C.L.E.A.N. by Christina Ledang;C.L.E.A.N. by Christina Ledang;;;1900;570.0;False
2023-09-15;outfit.d9aac18919c64f76be26bceffcadb5e8;Sand  Poddle99 Blazer;Holzweiler;HOLZWEILER;;;1800;540.0;False
2023-10-31;outfit.da552355bfd04649a987a3881b99d09c;L2 Silk Blouse Creme;By Malene Birger;FJONG;;;3000;900.0;False
;outfit.db01c7586017469ea4cc561b59fa2aca;XL Colette Short Solid Black Dress;Line of Oslo;FJONG;;;2300;690.0;True
2022-10-03;outfit.db2ca073066142a0be43586565414b74;Dots Hot Pink Eat To The Beat Top;Høst & Vår;Høst & Vår;;;2800;840.0000000000002;True
2024-01-25;outfit.db3ebe22361b4719aa74f792bf967f2f;Herdis Broderie Anglaise;FWSS;FWSS;;;;0.0;False
2023-09-19;outfit.db4f0af6790b43e2b6d42e47f39c4d57;Dots Hot Pink Native New Yorker Pants;Høst & Vår;Høst & Vår;;;4000;1200.0;False
;outfit.dbfe3204cc5347ccb960e11b93ddd49e;XS Beate Short Skirt Mint Tie-Dye;FWSS;FJONG;;;;750.0;False
2022-09-05;outfit.dc09834555654d28b551a0f21ea17eb1;S Brown Cotton Shirt;By Malene Birger;Høyer;;;;750.0;False
2023-09-19;outfit.dc2fbb9d626d4b8cba806fe035ab0905;Ceiling Block Print Aria Dress;Holzweiler;HOLZWEILER;;;;705.0;False
2023-09-19;outfit.dc70f5173cd146d187ad4c1dccca39a6;Ceiling Block Print Aria Dress;Holzweiler;HOLZWEILER;;;;750.0;False
2023-09-19;outfit.dce1b27e6e5944c08b7253d1ebae5a60;Delicate Belted Dress Flower Pop;byTiMo;FJONG;;;1100;440.0;False
2023-10-31;outfit.dcf9da47ee4e4bd994d4faa2aaadb321;Crawford Silk Shirt;Arnie Says;Gunhild Stordalen;;;1100;440.0;True
2023-09-19;outfit.dd0b03c687ab45b791856ff67b23c03e;Noon Dress Methyl Blue;ROTATE Birger Christensen;DSN;;;18000;18000.0;False
2024-01-25;outfit.dd539aeb9a354a2ba5698a1be6cb48c1;Yellow Oda Jeans;Holzweiler;Holzweiler;;;600;;False
2022-07-12;outfit.dd62d98a9d3e40659b5438f7388d8e01;3 Ferdinand Dress;IBEN;IBEN (Storheil Agency);;;1800;1000.0;False
2023-10-31;outfit.ddf5ea0fe07746eb95e15f4cda0b5e4d;Flared Dress Bloom;byTiMo;FJONG;;;1300;300.0;False
2023-05-15;outfit.de04619f78c741fea9820cfe6985676b;XL BROQUÉ Classic Black Crewneck;Cardsome;Cardsome;;;2200;550.0;False
2023-02-10;outfit.de9bb67f888b4037bbc2af90b53a4829;Burgundy Bareback Maxi Dress;Bastet Noir;Bastet Noir;;;2500;600.0;True
2023-05-15;outfit.deb12882a501452896deab87b01cfdcb;XXS Black Skunk Trouser;Holzweiler;Holzweiler;2 - Very good condition;Glidelås bak reparert flere ganger. Blir da strammere i dette området;1900;500.0;True
2023-12-12;outfit.decb434ebf9b48618ccdfef5c5440b4f;M Printed Georgette Blouse ;Ganni;FJONG;;;2000;400.0;False
;outfit.ded2036209274204a42374fd89d27231;XS 4 Ferdinand Dress;IBEN;IBEN (Storheil Agency);;;2000;400.0;False
;outfit.dee709d144b044b6ad513c8781a81751;XS Limon Wrap Dress Niagara;Samsøe Samsøe;FJONG;1 - As new;;500;350.0;False
2023-09-15;outfit.def47706e5304893bcb4a36c79ca53b3;Paula Sweater Camel;Rodebjer;Rodebjer;;;600;350.0;False
2024-01-25;outfit.df19fb89f6ec427bbef898cd7a958073;Chelsea Bow Shirt;Untold Stories;Arkivet Hegdehausveien;;;900;400.0;False
2023-09-15;outfit.df46ae9e35f84da49174f422061b59d0;Yellow Oda Jeans;Holzweiler;HOLZWEILER;;;;600.0;False
2022-10-24;outfit.df5e78fbfe04459ba84f80529e22c343;Wildi Shirt Midnight Blue;by Malene Birger;FJONG;;;;11000.0;True
2024-01-25;outfit.df752001cbfd448e85565618ff107a68;Linen Pants Hot Pink;Rech Sport;Märtha Louise;4 - Minor defects;Flekker bak på rygg ved venstre skulder;1800;540.0;False
;outfit.df83d000317442f68694c5eda3b87b69;XL Elenor Wrap Blouse;Creative Collective;Høyer;4 - Minor defects;Gul flekk under høyre bryst;1200;320.0;False
2023-09-19;outfit.dfcd2f8c28c84d8db5aabe6da9e9c01a;Cebina Pure White Dress;By Malene Birger;FJONG;5 - Damaged;Veldig gul under armene;2000;450.0;False
2023-12-12;outfit.e072382798b74d09961fdb78ff944d81;S Cream Knit Sweater;Carven;Høyer;5 - Damaged;Ødelagt glidelås;1500;450.0;False
2023-05-15;outfit.e0904bc536a64b169b1a3bcd6de2584d;S Blossom Embroidery Raglan Sleeve Dress;SoyaAulait;Soyaaulait;3 - Good condition;to veldig små flekker, lokalisert bak og på siden;1300;500.0;False
;outfit.e0def5f68a2447e6adc6e194fa82fa02;XS Skyway Ruffle Floral Sleeve Top;Creative Collective;Villoid;3 - Good condition;SMALL STAINS ALL OVER THE PANTS;1400;450.0;False
2023-09-19;outfit.e132220cc0b44660a93f7752c45a2464;Black Gallè Pants;SOYAAULAIT;Soyaaulait;3 - Good condition;item is kind of worn out;7000;2200.0;False
;outfit.e1f9da2e786b4fa493b4316b9a77f863;M-L Phoebe V-Neck White;Kupong knit.wear;Kupong Knit.wear;4 - Minor defects;en hempe på knytingen på brystet er ødelagt;7000;1890.0;False
2023-09-15;outfit.e2a4768abd954305a3e8ee84c562e7bd;Polka Dot Blouse;Moods of Norway;FJONG;4 - Minor defects;Flekker på krage - gule;1800;540.0;False
;outfit.e2aae0cd012c463c99b439543cf49f3e;XS2 Mullin Georgette Dress;Ganni;Høyer;4 - Minor defects;gule stropper og underarmer;1300;390.0;False
2023-10-31;outfit.e319ab9f2a9143da8cc4defb08ce33cc;Romy Velvet Tunic;Line of Oslo;FJONG;4 - Minor defects;has unremovable stains in the neckline area / hems;800;250.0;False
2024-01-25;outfit.e350fdafca034bd3b311d288a391ad41;Isadora Top Lime Green Floral;Faithfull The Brand;Den Dama;3 - Good condition;;4500;1400.0;False
2024-01-25;outfit.e364bd6d277440ef8b43d20ce34e4f87;Skyway Leaf Hand Knit;Maud;Høyer;4 - Minor defects;UNREMOVABLE STAINS PÅ LÅR OG NEDERST.;2600;700.0;False
2023-09-19;outfit.e3735961b062468b98c5b4593e186809;Spring Dress Grey;C.L.E.A.N. by Christina Ledang;C.L.E.A.N. by Christina Ledang;5 - Damaged;item has unremovable yellow stains on the armpit area;1200;300.0;False
2023-10-31;outfit.e3908cb31aeb463dbd473b3e4c03c14d;White T-shirt Blouse;Stella McCartney;Gunhild Stordalen;3 - Good condition;strekt under ermene, men ikke veldig mye;1300;400.0;False
2023-12-12;outfit.e3bf7fedde71456db683e017a65e9814;M Hilda Black Blouse;Samsøe & Samsøe;FJONG;5 - Damaged;HAS UNREMOVABLE STAINS (FRONT & BACK AREA);1100;300.0;False
2022-06-10;outfit.e3f7fd500a20448083e14658a4b3f26c;L Silver Armel Silk Top;By Malene Birger;FJONG;3 - Good condition;bittelitt misfarget på venstre side av gylfen;1200;450.0;False
2023-09-15;outfit.e434a0f6476049799bf28ec6cd144a38;White Misty White Top;Urban Pioneers;Urban Pioneers;3 - Good condition;has many stains that are unremovable;2000;700.0;False
2023-10-31;outfit.e44a0d3bd8d64f12bc5bc51af6effca2;Lotus Top;Samsøe & Samsøe;FJONG;3 - Good condition;UNREMOVABLE STAIN IN THE LOWER BACK;2000;700.0;False
;outfit.e468daca31424992af47ea5e561ab90f;S 2 Cabernet Mia Dress;Creative Collective;Høyer;3 - Good condition;en liten flekk foran til venstre for brystet;2100;800.0;False
2023-09-15;outfit.e4855711564c4c278c69f9f061019b24;Fatima Blouse;FWSS;Mani Studio Moss;2 - Very good condition;finner ingen feil, ingen admin note;800;400.0;False
2024-01-25;outfit.e4bb08fb4a5f4f11843632fa2a227421;S1 Off-White Asla Bow Blouse;Levete Room;For Ynde;5 - Damaged;has big unremovable stain in front of the outfit (left side);5100;1200.0;False
;outfit.e536b14584e64882bf1a43fcbe402bd8;L Hannah Satin Pink;Line of Oslo;FJONG;3 - Good condition;has unremovable stains in the front and back;3000;950.0;False
2023-01-12;outfit.e55bea435f634b42b5a8618528b11f2f;2 Pom Pom Knit;Maud ;Høyer;3 - Good condition;små flekker venstre ben bak;2500;800.0;False
;outfit.e5c202875dcf4d0798b2bb299195ee06;XS 2 Emberglow Flower Volume Shirt;MAUD;Høyer;4 - Minor defects;knekt låsemekanisme på belte;4500;1500.0;False
;outfit.e5fd898057d54a5f8373fd8381b33a1b;XS Feathers Satin Mini Dress;byTiMo;FJONG;3 - Good condition;små flekker, men ikke særlig synlige;5000;2500.0;False
2023-05-15;outfit.e60238f0d2d3461892ec64ccfc8ef1dc;S Blossom Embroidery Raglan Sleeve Dress;SoyaAulait;Soyaaulait;2 - Very good condition;;2800;1400.0;False
2022-09-15;outfit.e608f9225d314a12a390b165d222cc28;Marjorie Duck Green Blazer;Samsøe & Samsøe;FJONG;3 - Good condition;;1300;350.0;True
2022-09-06;outfit.e608f9225d314a12a390b165d222cc28;Marjorie Duck Green Blazer;Samsøe & Samsøe;FJONG;3 - Good condition;;1500;500.0;True
2022-10-03;outfit.e64440c76c164f76b87f4719745f3b68;L Gardenia Elysian Blouse;Karen by Simonsen;For Ynde;5 - Damaged;FIXED - visible mending to two holes and and new stitching at the belt;1800;;False
2024-01-25;outfit.e698d5f03ab44261a96d11800d1fc7c9;White I Love To Love Dress;Høst & Vår;Høst & Vår;4 - Minor defects;Worn by button holes;3500;1000.0;False
2022-06-27;outfit.e69edfffff2b474c97cc65c05f0a682b;C.L.E.A.N Dress White;C.L.E.A.N. by Christina Ledang;Christina Ledang;3 - Good condition;;2000;700.0;False
2024-01-25;outfit.e6a17441d5c847a78c4a918f40e6650b;Ellie Ankle Trousers;Five Units;Qomo;2 - Very good condition;;2150;700.0;False
2023-09-15;outfit.e6d9fdbdf21d4aeab157b5dbbaf207cb;Vetiver Vintage Button Dress;Maud;FJONG;4 - Minor defects;Wear and tear;2500;700.0;False
2024-01-25;outfit.e6ed4af1732f4d15a0eec47de92cdb7b;White Miriam Blouse;Urban Pioneers;Urban Pioneers;4 - Minor defects;Wear and tear;2600;800.0;False
2023-01-10;outfit.e6f60447c1e045cfa956aa6dfce92733;Colita Blouse;Riccovero;Riccovero;5 - Damaged;Stains;2400;540.0;False
2023-09-19;outfit.e70e787c79f447918b10c5c2b5aea71e;Simone Kumquat Top;FWSS;FWSS;3 - Good condition;;2000;650.0;False
2023-01-12;outfit.e7897eaa54b64a359da69c9d56f6a04e;Margit Broderie Anglais Bright White Dress;FWSS;FWSS;4 - Minor defects;Repairs;2500;700.0;False
2023-05-15;outfit.e7badb6799c6447c9df6fb446d00aefb;XL Black Gallè Mesh Vest;SOYAAULAIT;Soyaaulait;4 - Minor defects;Tiny stains;3500;1000.0;False
;outfit.e7ca650307ef49db951d1861eeead62b;L Jarley Printed Top;IRO;Høyer;4 - Minor defects;Small stain in front;900;300.0;False
2022-08-09;outfit.e7f5bd2280264680a9c76fbf041c8bed;XS Pink Silk Ruffle Dress;C.L.E.A.N. by Christina Ledang;C.L.E.A.N. by Christina Ledang;3 - Good condition;;3800;900.0;False
2022-08-16;outfit.e824c2830b364992a6c928249db74e46;Blue Neck Tie Dress;See by Chloe;Høyer;4 - Minor defects;Wear and tear;900;300.0;False
2024-01-25;outfit.e8bc2a3b91ad4a7c8745b2eb4031dd09;Marian Swirl Top Raw Umbra;Rodebjer;Den Dama;3 - Good condition;;4650;1400.0;False
2022-09-26;outfit.e9319dccf9234668a6951834dcaff863;XL Isabella Wrap Top Mint Dandy;FWSS;FJONG;4 - Minor defects;Wear and tear;1700;500.0;False
2024-01-25;outfit.e94be40cf46643c59bc777a9cb3f58fa;1 Cameron Dotted Blouse;Ganni;Høyer;4 - Minor defects;Wear and tear;600;250.0;False
2023-12-12;outfit.e965f8f929a345ecab825313cd4b3f24;S1 Gardenia Elysian Shirt;Karen by Simonsen;For Ynde;4 - Minor defects;Wear and tear;1400;400.0;False
;outfit.e970ed3f6ffc48a1805fc82d98ef7981;XL Washes Silk Dress Grayed Jade;FWSS;FJONG;4 - Minor defects;Wear and tear;2500;650.0;False
2023-12-12;outfit.e9754e1dba324755a1e327c3105fd036;The Long Sleeved Kaftan Dress, Black;AWAN;AWAN;4 - Minor defects;Stains;4700;1500.0;False
2023-12-12;outfit.e9b47e8df7c246008b1eda319eb314ad;XS Carina Top;Day Birger et Mikkelsen;Mani Studio Moss;2 - Very good condition;;;;False
2024-01-25;outfit.e9fc39730d8849d09d72b7686d545398;Bea Top;Ella&Il;ella&il;2 - Very good condition;;2100;600.0;False
;outfit.ea213443441e43dca2bd1ac83c9636a1;XS Ruffled Red Skirt;Carven;Høyer;2 - Very good condition;;2100;600.0;False
2023-10-31;outfit.eb2d7f4e04d648ab98ccc7a46934c459;S Cybill Blue Leopard;Samsøe & Samsøe;FJONG;2 - Very good condition;;2500;650.0;False
2023-09-19;outfit.eb39c454028146d19c446b833c81ae3b;Blossom Embroidery Embellished Dress;SoyaAulait;Soyaaulait;2 - Very good condition;;2300;600.0;False
;outfit.eb3d4297e4c24b7ea3b5d0361d80db29;L Short Sleeve Red Stripes Top;Helmut Lang;Høyer;2 - Very good condition;;1900;500.0;False
;outfit.eb4191b3e52b4a949d26b54262bd6c04;L Mira Zhoe Floral Wrap Dress;Faithful the brand;FJONG;2 - Very good condition;;2300;600.0;False
2023-09-15;outfit.eb44a5eb77a84639aa41db626a2dfe16;Burnout Hot Pink Cadillac;Høst & Vår;Høst & Vår;2 - Very good condition;;1900;500.0;False
2023-12-12;outfit.ec1435833bc34c22bd77854905506581;M Fatima Blouse;FWSS;Mani Studio Moss;2 - Very good condition;;1900;500.0;False
2024-01-25;outfit.ec4e28ac43174025b07e0083a270cc6f;Lieben Jeans Ecru;Holzweiler;Holzweiler;2 - Very good condition;;1800;500.0;False
2024-01-25;outfit.ec87b55bde6b4306bd6da6f9c00c0169;Mint Shell Kråkeskjæret Blouse;ILAG;ILAG;2 - Very good condition;;2300;600.0;False
2023-09-19;outfit.ecd8423fc1934a5eaaf93ccb5d180a5e;C.L.E.A.N Dress White;C.L.E.A.N. by Christina Ledang;C.L.E.A.N. by Christina Ledang;2 - Very good condition;;2300;600.0;False
2023-10-31;outfit.ecda19895f704924a754b13308c680e4;M2 Flawi Maxi Orange Dress;By Malene Birger;FJONG;2 - Very good condition;;2300;600.0;False
2023-12-12;outfit.ecda19895f704924a754b13308c680e4;M2 Flawi Maxi Orange Dress;By Malene Birger;FJONG;2 - Very good condition;;2500;750.0;False
2023-12-12;outfit.ece08a2ce07a4d39bbe615b4d95d1c7b;The Long Sleeved Kaftan Dress, Black;AWAN;AWAN;2 - Very good condition;;3500;950.0;False
2022-09-21;outfit.ecfa4a4fe52646cbb50f454bee7f0b3f;L1 Smocked Light Cotton Blouse;Carven;Høyer;2 - Very good condition;;1800;500.0;False
2022-08-16;outfit.ed5a5a066ca647b6a9aaeb1ec8e7ee87;M Veronika Eden Zebra Dress;FWSS;FJONG;2 - Very good condition;;1800;500.0;False
2023-01-10;outfit.edbe38fccd174c3cac918d1347b7811e;Prenestina Jacket Baby Blue Jacket;C.L.E.A.N;C.L.E.A.N. by Christina Ledang;2 - Very good condition;;2400;650.0;False
2022-08-16;outfit.edf01c8ca8f64059a8afaf72b4ba5eb3;Emilia Midi Dress;Faithful the brand;FJONG;2 - Very good condition;;2300;600.0;False
2023-01-12;outfit.ee06a77e6458474ea1f2bd0dea266b8c;Pom Pom Knit;Maud ;Høyer;2 - Very good condition;;1900;500.0;False
;outfit.ee305f5a11c44259a76a3030318d553c;XS Plomia Sweater;By Malene Birger;Høyer;2 - Very good condition;;1900;500.0;False
;outfit.ee608350f8c64d238744d67b1cdeec3c;S Butterfly Long Dress Aspen Gold;MAUD;FJONG;2 - Very good condition;;2300;600.0;False
2023-10-31;outfit.ee9ea2903aec4395bf953cf23e638db4;Camula Tan Jacket;By Malene Birger;Høyer;2 - Very good condition;;2300;600.0;False
2023-05-15;outfit.eec707e09eb6407e9fad648aa0df045c;S Black Gate Dress;Holzweiler;Holzweiler;2 - Very good condition;;1800;500.0;False
;outfit.eed4cf53d4b64d93bea25222936cd10c;XL Beate Short Skirt Mint Stripe;FWSS;FJONG;2 - Very good condition;;1200;400.0;False
2023-09-15;outfit.ef083d62a8c749ccb4cd75861b0dce98;Tearz Vanilla Ice White Shirt;FWSS;FWSS;2 - Very good condition;;1500;400.0;False
2023-10-31;outfit.ef37915fe2f546378750595366833b79;Lumen Floral Dress;Reformation;Gunhild Stordalen;2 - Very good condition;;1600;450.0;False
2022-09-15;outfit.ef9f4ad754194793ab95e6c30f5606ae;S Marta sweater;FWSS;Villoid;2 - Very good condition;;1600;450.0;False
2023-09-15;outfit.f00a6f0ce613470dad8f8969c8c730a8;Barton Dress Forest Night;Samsøe & Samsøe;FJONG;2 - Very good condition;;1600;450.0;False
2023-05-15;outfit.f00c448d78fb43c48af765b5ea372ce4;Spring Dress White;C.L.E.A.N. by Christina Ledang;C.L.E.A.N. by Christina Ledang;2 - Very good condition;;1400;350.0;False
2022-08-16;outfit.f0362cb6059c40938c0945eca21b572e;XS Dove Silja Dress;FWSS;FJONG;2 - Very good condition;;1300;400.0;False
2023-12-12;outfit.f044ba6c5a2c424598efe3270e5aa115;XS Natasha Jumpsuit Black Silver;ROTATE;Oxholm;2 - Very good condition;;1300;400.0;False
2023-09-15;outfit.f109b09a162d477abc51b2b05f4c48d8;Grey Sweater Dress;Holzweiler;Mia Linstad;2 - Very good condition;;1300;400.0;False
2024-01-25;outfit.f17b1c43b8344e50b1fb33e5b9c3f307;L1 Flashback Roulette Top;Ghospell;For Ynde;2 - Very good condition;;4800;1600.0;False
2023-05-10;outfit.f1ed4ff2e21a436997e35b1c918c304b;S Kaja Dress;FWSS;FJONG;2 - Very good condition;;2800;850.0;False
2023-09-19;outfit.f1ee75f9f833414f94912e1a0513487c;Dots Hot Pink Native New Yorker Pants;Høst & Vår;Høst & Vår;2 - Very good condition;;2800;850.0;False
2023-06-15;outfit.f2718658c55a47a28c2b1659bbd01a96;S Something Good 2 Anthracite Black Pants;FWSS;FWSS;2 - Very good condition;;1900;500.0;False
2023-06-15;outfit.f28fdb12e7c5455daa2d0de52c9ccd8f;XXL Maternity Embroidered Maxi Dress;ASOS;FJONG;2 - Very good condition;;2000;700.0;False
;outfit.f2eb7517a30f4a00843b499d81bab69c;L Sanne Silver Sage Dress;FWSS;FJONG;2 - Very good condition;;1700;490.0;False
;outfit.f3097326923e4b7aa08837728b1a8b29;XS Skyway Full Sleeved Top;Creative Collective;Villoid;2 - Very good condition;;1800;450.0;False
2023-05-15;outfit.f32a7a5980ee4c3ea1a1b9c729b36940;XS Emotional Jacket;Holzweiler;Holzweiler;2 - Very good condition;;2000;650.0;False
2024-01-25;outfit.f347db0bcac44cba88e845650840db7d;Floral Ring My Bell Top;Høst & Vår;Høst & Vår;2 - Very good condition;;2000;650.0;False
;outfit.f35fb9bc8b8443c9ba9cbfb936f5e5df;XL2 Cameron Skirt;Ganni;Høyer;2 - Very good condition;;1800;450.0;False
2023-12-12;outfit.f38419bf45334b138aea820edf593576;XS Caitlin Skirt Black Silver;ROTATE;Oxholm;2 - Very good condition;;2000;650.0;False
;outfit.f3eaaef5955c41329db275e0c6735555;XS Synne Aqua Haze Leopard Dress;FWSS;FJONG;2 - Very good condition;;1600;450.0;False
2023-05-15;outfit.f4986a85218749bbb3ed5a9b64c59977;XS Fading Curtain Print Olea Dress;Holzweiler;Holzweiler;2 - Very good condition;;1600;450.0;False
;outfit.f4dfe9df6a6e461eaa8adb77b8d61ef9;M Fanny Satin Maxi Pink Dress;Line of Oslo;FJONG;2 - Very good condition;;2000;550.0;False
2023-01-10;outfit.f51e3b6fec2d44f59e21f3dc2334231b;Limited Edition Jewel Embellished Maxi Dress;Topshop;Fjong;2 - Very good condition;;2000;550.0;False
;outfit.f58adb25909143e9aebc9e35f054988c;Kaja dress beige;FWSS;FJONG;2 - Very good condition;;2000;550.0;False
2022-10-24;outfit.f60f94bdcd474ed2b5a6d9cd29d2e115;Man Shirt Silk White;C.L.E.A.N. by Christina Ledang;C.L.E.A.N. by Christina Ledang;2 - Very good condition;;2000;550.0;False
2022-09-15;outfit.f6112b5ddef448aeb26784958fbea9eb;Vetiver Sharp Shoulder Tie Dress;Maud;FJONG;2 - Very good condition;;2000;550.0;False
2022-09-06;outfit.f6112b5ddef448aeb26784958fbea9eb;Vetiver Sharp Shoulder Tie Dress;Maud;FJONG;2 - Very good condition;;2500;750.0;False
