date_added;id;name;brand;owner;condition;condition_desctription;retail_price;tc_price;sold
2023-05-15;outfit.4906cc56db024c6aab7f83a9f4212446;3XL Alex Denim Shirt;C.L.E.A.N. by Christina Ledang;C.L.E.A.N. by Christina Ledang;4 - Minor defects;liten flekk foran på kjolen. Syntes ikke så godt. ;600;150.0;True
2023-10-31;outfit.491310236c1447b58e87a3631f969b02;Jennie O-N Gold Dress;Samsøe & Samsøe;FJONG;4 - Minor defects;flekk høyre arm;1000;150.0;True
2023-09-15;outfit.499167abb20f463ca8443a0daad5cd37;Sand  Poddle99 Blazer;Holzweiler;HOLZWEILER;4 - Minor defects;;900;299.0;True
2023-06-15;outfit.49a1d76f12f34b47a4cbc54aeb05a9f0;S Eira Silk Shirt;Filippa K;FJONG;4 - Minor defects;;900;270.0;True
2023-12-12;outfit.49df221ce897464aa7b83bd8ac5be754;M Lovise Shirt Green;FWSS;FWSS;4 - Minor defects;Small stains in front. ;900;299.0;True
;outfit.49f8251a1f734402937a146051ea0e6f;L Mabillon Blouse;By Malene Birger;Mani Studio Moss;4 - Minor defects;Liten flekk som ikke er mulig å fjerne;800;240.0;False
2023-06-15;outfit.4a4240dbc2f943dbb1482b7dc728778b;L1 Ayaja Striped Skirt;By Malene Birger;Høyer;4 - Minor defects;Slitt. Se og ta vurdering på KB;600;180.0;False
2023-10-31;outfit.4a42bebcc6534e8697fd6f7656839c29;Barton Quetzal Green;Samsøe & Samsøe;FJONG;4 - Minor defects;Sminkeflekker;450;200.0;True
2023-09-19;outfit.4a55a612adf64ba4bc92ae005cf818bc;Ceiling Block Print Aria Dress;Holzweiler;HOLZWEILER;4 - Minor defects;Small stains in back;2000;699.0;True
2024-01-25;outfit.4a87b30286ac4a78852863c9c71c2874;Dalvina Black Blouse;Levete Room;For Ynde;4 - Minor defects;;2000;699.0;True
2024-01-18;outfit.4a90e6e831c644d2b999953b34aba3b7;Pink/Orange Ski Goggles;OAKLEY;Villoid;4 - Minor defects;;3300;849.0;True
2023-01-10;outfit.4a967bb20b434cd7b157450bc26fe6ee;S Misty Green Niella Dress;By Malene Birger;FJONG;4 - Minor defects;;750;299.0;True
2023-09-15;outfit.4b1ded245fda45be9fa42b8e16128d45;The Wrap Dress, Stormy Blue;AWAN;AWAN;4 - Minor defects;slitent og slitt i fargen;1500;450.0;False
2023-09-19;outfit.4b1ed5fc99864b40808da594270adac7;Mn Aliso II Hip Pack;VANS;FJONG;4 - Minor defects;seams coming apart, fabric fragile;1600;400.0;False
;outfit.4b2e968c1b8f4cfaa61c39c9124c34c0;XL Love Print You Make Me Feel;Høst & Vår;Høst & Vår;4 - Minor defects;;2200;400.0;True
2023-10-31;outfit.4b4a8f000a6b46d7a97df90ba4cd9874;Blondee Shirt Black;By Malene Birger;FJONG;3 - Good condition;slitt i sømmene;1800;550.0;True
2023-09-19;outfit.4b503b91057041f0bf5a9f3135664d8e;Ceiling Block Print Aria Dress;Holzweiler;HOLZWEILER;4 - Minor defects;;;3000.0;True
2023-09-19;outfit.4b74f043d01c40d080db6fcbd747df8d;Sand Riot Blazer;Holzweiler;HOLZWEILER;4 - Minor defects;;2200;;False
;outfit.4b772373c25e40c291031f14ac1521eb;Green Lace Dress;Perseverance;Høyer;4 - Minor defects;;2000;599.0;True
2023-05-10;outfit.4c4c5965b02c4457a057b341d33a5c71;M Elena Champagne Beige Dress;FWSS;FJONG;4 - Minor defects;;1700;399.0;True
;outfit.4c64a0b1b6d741ba94af7fea29ff0dff;XS Draped Flower Skirt Aspen Gold;MAUD;Høyer;4 - Minor defects;;2200;449.0;True
;outfit.4c7025a42af74e9bb6aa71afac57324a;XL Elena Midnight Navy Flowers Dress;FWSS;FJONG;4 - Minor defects;;1500;450.0;False
2023-05-15;outfit.4c7d8da905a640f38478c9e2b6407eba;S Army Crochet Sweater;Urban Pioneers;Urban Pioneers;4 - Minor defects;;2500;699.0;False
2023-12-12;outfit.4c8d6c10b08440fcb06d8893d705124b;XS Blue Fog Sealiner Teddy;FWSS;FJONG;4 - Minor defects;;4500;1350.0;False
2023-12-12;outfit.4c96620b5f444f05adcd28bcfd3861d5;S Emberglow Kaylee Knit;Maud;Villoid;4 - Minor defects;;2200;660.0;False
;outfit.4c9864b84197439ab388910160076c5d;M Lilac Bouquet Chiffon Gown;byTiMo;FJONG;4 - Minor defects;;3200;799.0;True
2023-09-19;outfit.4c9cb960c2ee484883eea22999bc1a27;Faye Shoulder Dress Black;MagMaLou;MagMaLou;4 - Minor defects;;1700;399.0;True
;outfit.4ce5d39334044d95add1fb25093e5df6;XS Kevin Pants;Designers Remix;Høyer;4 - Minor defects;;750;399.0;False
2023-09-15;outfit.4cec943d32d44da1afd1d0cbf4ccb4e2;Broderie Anglaise Mini Dress Red Flowers;byTiMo;Qomo;4 - Minor defects;;;650.0;True
2023-12-12;outfit.4d15ca1915cf4639a9029a016640f7da;M Ari Zhoe Midi Dress;Faithfull The Brand;FJONG;4 - Minor defects;;;;False
2023-09-15;outfit.4d3d84363ca043ac9b1f91e94f63be32;Whitecap Gray Erita Top;Part Two;Villoid;4 - Minor defects;;2800;799.0;True
;outfit.4d4e09b9b0e543a3ba29014099787eb9;L Isabella Wrap Top Grayed Jade;FWSS;FJONG;4 - Minor defects;;1000;225.0;True
2024-01-25;outfit.4d9701fbd86545a78cbd666994fc322e;Brielle Trousers Ivory;Ida Sjöstedt;DSN;4 - Minor defects;;4000;900.0;True
2023-01-12;outfit.4db6c966945941bf98762ae15abab0cb;1 Fatima Blouse;FWSS;Mani Studio Moss;4 - Minor defects;Missing all buttons;3800;500.0;True
2023-09-19;outfit.4dc10de1ceb849c49f0b2c1a0d894714;Drew Dress;MagMaLou;MagMaLou;4 - Minor defects;;2500;500.0;False
2022-08-16;outfit.4dd6b2524e5b4379baa90d5f3f80280a;Zanny Green Leaf Dress;Line of Oslo;FJONG;5 - Damaged;Krympet - passer 8 år;1700;200.0;True
2023-01-12;outfit.4e07d4fd7e30470d971847429999d4a4;S Beige Eline Linen Dress;ella&il;ella&il;4 - Minor defects;;400;;False
2024-01-25;outfit.4ea4ffd4457c4cbc8a946f7409bec8ff;Beige Eat To The Beat;Høst & Vår;Høst & Vår;5 - Damaged;;1400;399.0;False
2024-01-25;outfit.4f22565a7580438eb8be554302860589;Silk Mid-Length Dress;Ganni;FJONG;4 - Minor defects;;3500;1000.0;True
2023-10-31;outfit.4f88de908942498980138fc606c745fb;Sky Blue Fitted Blazer;Gucci;Gunhild Stordalen;4 - Minor defects;;1500;;False
2023-12-12;outfit.4fa754204ea44caabb43ecd64f118dd6;M Sand  Poddle99 Blazer ;Holzweiler;Holzweiler;4 - Minor defects;;1700;;False
2023-01-10;outfit.4ff1af87b14148619e77309ae1dc33c8;Taya Coral Crush Sweater;Rodebjer;Rodebjer;4 - Minor defects;;2300;690.0;True
2024-01-25;outfit.50093dbaaf2841e3871dff882345d2c9;Blue Gloria Shirt;Urban Pioneers;Urban Pioneers;5 - Damaged;item has small stains on the left sleeve behind and a big yellow stain infront;1900;350.0;True
2023-05-15;outfit.507b63c0b93e4abd865d83076cb901f4;XS Dark Grey Mikine Skirt;Holzweiler;Holzweiler;4 - Minor defects;;2000;;False
2022-08-30;outfit.50c5d21a8bb0414b9b8d7ae5d0f9754f;Frankie Zhoe Floral Jumpsuit;Faithfull The Brand;FJONG;4 - Minor defects;;1700;;False
2023-05-15;outfit.50e3e84977d340a7a74dcdd8543d2d5e;XS Black Hoodie;Cardsome;Cardsome;4 - Minor defects;;1400;350.0;True
;outfit.50e587edd52c4f1b98cbbd52e677bd09;S1 Ayaja Striped Skirt;By Malene Birger;Høyer;4 - Minor defects;;6600;1700.0;True
2024-01-25;outfit.511be1c50c564aac8017f027d4a71e78;Bente Jet Stream White;FWSS;FWSS;4 - Minor defects;;5200;1040.0;False
2023-01-10;outfit.515cd15825f5406ab54e44a09a98a801;XS Green Haram Dress;Holzweiler;Holzweiler;4 - Minor defects;;3700;740.0;False
2023-09-19;outfit.518ef36ef26c4c1a9f9de153da7c840e;Brigitte Shoulder Dress;MagMaLou;MagMaLou;4 - Minor defects;;4500;900.0;False
;outfit.5300666b5d5448fa861d8a205399d08e;S Danica Solid;Whyred;Villoid;4 - Minor defects;;1900;380.0;False
;outfit.53ffb714a26d4abb917a4ff4fe5bed5a;XS Mike Tee;IBEN;IBEN (Storheil Agency);4 - Minor defects;;12000;3000.0;False
2024-01-25;outfit.545ce34b648740248829e76c07e2cda5;Light Blue Deborah Shirt;Urban Pioneers;Urban Pioneers;4 - Minor defects;;5500;1100.0;False
2023-01-10;outfit.5494f9123a164880a3ed401be7abcd8b;L1 Dove Dakota Blouse;Levete Room;For Ynde;4 - Minor defects;;8000;1600.0;False
2023-09-15;outfit.549ff11b6677418cbd7bb8c6a308c62a;Ain't No Mountain Anthracite Black Sweater;FWSS;FWSS;4 - Minor defects;;23000;4600.0;False
2023-06-15;outfit.551e2dcb460d4268855756a2de2fab3e;S White Cotton Sub;byTiMo;Villoid;4 - Minor defects;;8000;1600.0;False
;outfit.55204672762b406083712fabea89d10d;XS Black Crepe Cordelia Dress;Billie & me;Villoid;4 - Minor defects;;14000;2800.0;False
;outfit.55900da472ff45abb429fa9a2f84409f;XS Copper Sparkle Jersey Simona Top;Billie & me;Villoid;4 - Minor defects;;6000;1200.0;False
2023-01-10;outfit.561ce49db6cb4816842f1e3b639e1b53;Phoebe Cardigan Black;Kupong Knit;Kupong knit.wear;4 - Minor defects;;11000;2200.0;False
2024-01-25;outfit.564735e2433c4b39b512e4fac3371d03;White Cape Shirt;Maud;Høyer;4 - Minor defects;;7000;1400.0;False
2022-08-16;outfit.564962f46d71443f994a8157ea4b610c;S Synne silk rose dress;FWSS;FWSS;4 - Minor defects;;4000;800.0;False
2023-05-15;outfit.568b07663cb14a28adaa17f974db701a;L Mint Renè Dress;SOYAAULAIT;Soyaaulait;4 - Minor defects;;5700;1140.0;False
2023-09-19;outfit.568e0ebebf7b47eba517a3ef1d947c50;Faye Shoulder Dress Blue;MagMaLou;MagMaLou;4 - Minor defects;;80000;16000.0;False
2023-09-19;outfit.56a4f45290ba400f8d292d8a51096527;Spring Dress Grey;C.L.E.A.N. by Christina Ledang;C.L.E.A.N. by Christina Ledang;5 - Damaged;has unremovable stains in the neckline and in the back;2000;450.0;False
2023-01-10;outfit.56ab765123264242a51214338b7950a1;M Serra Skirt;Sportmax;Høyer;4 - Minor defects;;7200;1440.0;False
2023-01-12;outfit.56d3f2c017784688a3884a555cf1ace2;S Green Drape Dress;Acne Studios;FJONG;4 - Minor defects;;15000;3000.0;False
2023-09-19;outfit.56f29069a17b468bb1054136bb211bd0;Faye Shoulder Dress Black;MagMaLou;MagMaLou;4 - Minor defects;;8000;1600.0;False
2023-05-15;outfit.570f138cb9aa4b81a76b56190c107bac;XS Aliquan Green Sengi Top;Holzweiler;Holzweiler;4 - Minor defects;;25000;5000.0;False
2023-05-15;outfit.5727d0c47b0243c6b8907b6574bec77b;L Mint Renè Gown;SOYAAULAIT;Soyaaulait;5 - Damaged;to små blå tusjemerker høyre front nederst;1300;250.0;False
2023-01-10;outfit.575c73c40b884aca8deac6d268b55961;Optical Illusion Dress;Alexander McQueen;FJONG;5 - Damaged;flekk på høyre ben mot innsiden,men blir synlig;2500;300.0;False
2022-10-24;outfit.579e13e7bf8e435aa37ac592caec1fba;White Jackie Blouse;Urban Pioneers;Urban Pioneers;4 - Minor defects;;15000;3000.0;False
2023-05-15;outfit.57af67d43b5548f0bc0791b25d67c627;Patchwork Crêpe Dress;SoyaAulait;Soyaaulait;4 - Minor defects;;15500;3100.0;False
2024-01-25;outfit.57d75475659a4eb99c5bd86c144b9dda;Linnea Shirt;By Malene Birger;Høyer;4 - Minor defects;;25000;5000.0;False
2024-01-25;outfit.57dcae1e4b634d3c98e9e37f8588d65e;Ecru Svale Shirt;Holzweiler;HOLZWEILER;4 - Minor defects;;12000;2400.0;False
2023-09-19;outfit.57f17c59d9e1457193fe4ac6fb9b23ba;Faye Shoulder Dress Blue;MagMaLou;MagMaLou;4 - Minor defects;;45000;9000.0;False
2023-05-15;outfit.5816666fc304450f92eee9c156742ef5;XS Cropped Bubble Jacket;C.L.E.A.N. by Christina Ledang;C.L.E.A.N. by Christina Ledang;4 - Minor defects;;2500;500.0;False
;outfit.581e81dba8b048619e0e8df8b35fc174;XS Juliette Skirt Checkmeout;Samsøe Samsøe;FJONG;4 - Minor defects;;5000;1000.0;False
2023-09-19;outfit.58534b0585634722be0e695a0dbe5be2;Faye Shoulder Dress Blue;MagMaLou;MagMaLou;4 - Minor defects;;20000;4000.0;False
;outfit.58727a4c61184b6791d5411deba54c39;M Butterfly Long Dress Aspen Gold;MAUD;FJONG;4 - Minor defects;;11000;2200.0;False
2023-01-12;outfit.588d78c7613f4e10b418317946a7a186;XL Ever Dress Pale Jade;Untold Stories;FJONG;4 - Minor defects;;;0.0;False
2022-09-15;outfit.58df7acca6b14e09bae8452c79bbbbe1;Desert Sun Light Down Jacket;Fleischer Couture;Høyer;4 - Minor defects;;32000;6400.0;False
2023-05-15;outfit.59326b2af9af401cac68a656d0b71fc6;XS Fall Dress Navy;C.L.E.A.N. by Christina Ledang;C.L.E.A.N. by Christina Ledang;4 - Minor defects;;7000;1400.0;False
2022-09-15;outfit.59a0780355c24f3eb558f54dde998991;S Sonder Stripes Sofie Pants;FWSS;Villoid;4 - Minor defects;;800;160.0;False
;outfit.59a377ef7653451d88d9ed4ceb17c1a0;L Open Back Midi Dandelion;By Malene Birger ;FJONG;5 - Damaged;item has shurnk a bit and the whole dress is stained (discoloration);3500;650.0;False
2023-09-19;outfit.59db85061e7a478db1c3580e680137ec;Bianca Lace Jumpsuit;MagMaLou;MagMaLou;4 - Minor defects;;5000;1000.0;False
;outfit.59ddaed88ab44fc58a989b1b6e46768e;L Dante Dress Off White;IBEN;IBEN (Storheil Agency);4 - Minor defects;;2700;540.0;False
;outfit.59f5e44d06e04f8994127e5f6cc8c05c;S High Pressure Skirt;FWSS;FJONG;4 - Minor defects;;2000;500.0;True
2023-09-19;outfit.5a0e04a9018a4904990fc85f1c8cd1ce;Ever Dress Pale Jade;Untold Stories;FJONG;4 - Minor defects;;1800;400.0;True
2023-09-19;outfit.5a49f134168a4e439bc3051688881a98;Faye Shoulder Dress Blue;MagMaLou;MagMaLou;4 - Minor defects;slitt i ermene. Litt strekt i stoffet. ;3600;749.0;False
2023-09-15;outfit.5a4c4a1e45d84b7ebd4801dc799e27fa;Katrina Midi Dress;Soft Rebels;UTRO Agency ;4 - Minor defects;Misfarging foran;3500;500.0;False
;outfit.5a51115d7353468fb41e45b8c31ea00d;XS State Blue Dress;Lulus;FJONG;4 - Minor defects;Colour faded;3500;500.0;False
2023-12-12;outfit.5a83556fdf6b4765817ddf23968874ab;S Ecru Vivan Dress;Holzweiler;Holzweiler;4 - Minor defects;SMå flekker på skjørt/missfrging. syntes ikke så godt. Mangler belte;3300;699.0;False
2023-12-12;outfit.5aea756807354309a1489221ef986479;M Olana Flower Dress;Neo Noir;Villoid;4 - Minor defects;mørke Flekker på bryst.;3000;649.0;False
2023-05-15;outfit.5b20560e06e74eeba9df2194ca358eb3;XS Black Lenient Jumpsuit;Holzweiler;Holzweiler;4 - Minor defects;Liten flekk foran på magen.;3200;699.0;False
2023-05-15;outfit.5b329527268148b28724495113587299;M Spring Dress White;C.L.E.A.N. by Christina Ledang;C.L.E.A.N. by Christina Ledang;4 - Minor defects;Slitt med flekker foran;2500;499.0;False
;outfit.5b429f660a4d45c0a7d7964774274812;XL Off Shoulder Ruched Mini Dress;Diane Von Fürstenberg;Høyer;4 - Minor defects;missfarging inne i kragen. ;2000;499.0;False
2023-09-15;outfit.5b99177128de4ffbbdf6b5255d411f15;Sanne Sand Zebra Dress;FWSS;FJONG;4 - Minor defects;Wear and tear, strekt i armene;3600;899.0;False
2023-12-12;outfit.5be7cf99601c43e89cd4edc3125ad800;S Signed Cotton Blouse Bright White ;FWSS;FWSS;3 - Good condition;;2500;749.0;False
2022-11-03;outfit.5c161fed74da465b94a68a942189f976;White Judi Shirt;ella&il;ella&il;4 - Minor defects;Nupper/tråder dradd ut bak pluss none små hvite flekker i nakkeområdet.;1900;450.0;True
2023-01-12;outfit.5d1662a2897d4ec2b0fd295f3eca3b1f;Navy Buffalo Skirt;Holzweiler;Holzweiler;4 - Minor defects;has tiny stains in the front and looks worn out;1300;250.0;True
2023-12-12;outfit.5d29c975554e432eacf5e7d49c5342e3;M Ruffled Crinkled Silk Dress;See by Chloé;FJONG;4 - Minor defects;Hull under armene. the fabric under the armpits are fragile;2800;700.0;True
2023-05-15;outfit.5d36946b12e547aea82bf9d4d3a232d5;XS Black Hidra Dress;Holzweiler;Holzweiler;3 - Good condition;flekk, men jeg kan ikke finne den;2500;600.0;True
2023-05-15;outfit.5d589a57c5e44dbea0543b6571bf1159;XS Mint Renè Gown;SOYAAULAIT;Soyaaulait;4 - Minor defects;Flekk foran helt nederst midt på. synlig;2200;350.0;False
2023-10-31;outfit.5d5945749d47498792f7409e338d4b4a;Turf Green Dharma Skirt;By Malene Birger;FJONG;4 - Minor defects;item is worn out, especially the arm and some small stains in the sleeve;1900;350.0;True
2023-05-15;outfit.5d683972fd1e499cbc818cb964bf1420;S Coral Sweater;Urban Pioneers;Urban Pioneers;4 - Minor defects;flekk venstre arm oppe mot skulder;1800;350.0;False
2023-09-19;outfit.5d936062738945f5b3c6cbf73809c05e;Faye Shoulder Dress Blue;MagMaLou;MagMaLou;3 - Good condition;Flekker, men jeg klarer ikke finne de;1900;350.0;False
2023-09-15;outfit.5dcee7aef44740bdb20710b2bff0caac;White Collared Boho Style Dress;Urban Pioneers;Urban Pioneers;3 - Good condition;Litt slitt neddrst. ikke noe synlig;2300;749.0;False
2023-01-12;outfit.5dcee7aef44740bdb20710b2bff0caac;S White Collared Boho Style Dress;Urban Pioneers;Urban Pioneers;3 - Good condition;"slitt. litt løse tråder. ""klumpete"" tråder på kanten av blondene";2500;600.0;True
2023-05-15;outfit.5de64381ef0e4d4aa866f45b057a2b94;S Spring Dress Grey;C.L.E.A.N. by Christina Ledang;C.L.E.A.N. by Christina Ledang;3 - Good condition;vaskestriper;2000;450.0;True
2023-09-15;outfit.5deeabe8272740b7814d1d26ffbbe068;Grey Filene Bag;ILAG;ILAG;3 - Good condition;STAIN IN FRONT NEAR THE ARM. Men jeg kan ikke finne den;2200;500.0;True
2023-08-31;outfit.5e5382d79c81421ba31d600a0fee8d1a;M Red Faye Wool Knit Long Dress;Color Vision;Color Vision;2 - Very good condition;;2600;849.0;False
2024-01-25;outfit.5e7492c7819749cbb747044041742404;4 Pleated Arm Top Aspen Gold;Maud;Høyer;2 - Very good condition;en liten flekk på venstre side under lommen;5500;1100.0;True
2023-12-12;outfit.5ea1843a737449659780c8338694a8d2;S1 Fatima Blouse;FWSS;Mani Studio Moss;4 - Minor defects;Stains;2800;840.0000000000002;False
2023-05-15;outfit.5ed0e8b503714935bd39c786c57e8a54;XS Sand Riot Blazer;Holzweiler;Holzweiler;;;1000;300.0;False
2022-06-17;outfit.5ef01d4dc15243fb854ca797716fd663;S Lace-Trimmed Gown;Needle & Thread;FJONG;4 - Minor defects;Discoloration;1900;570.0;True
2023-06-15;outfit.5f0e82d5711f49a9898353136ec7eeba;XS Valentina Dress;Rat & Boa;FJONG;4 - Minor defects;flekk mot kragen på høyre side;2600;;False
2023-05-10;outfit.5f1a38f6a4ee44c4bff89aae1c642845;XS Bitihorn Dress Striped Fabric;Wool Land;FJONG;3 - Good condition;;3000;900.0;False
2023-05-15;outfit.5f54e8476e6a441380f6ca4399977575;M Mint Renè Dress;SOYAAULAIT;Soyaaulait;4 - Minor defects;generell slitasje på stoffet og noen flekker som ikke går bort;2000;449.0;False
2024-01-25;outfit.5f890ec2c4d0453b9a7e04ba1f55f740;Mimmi Cotton Blouse White;Rodebjer;Rodebjer;3 - Good condition;;5000;849.0;False
2023-12-12;outfit.5fb2165cbc164b24a80ac9e9f8587096;M Havella Dress Yellow;Holzweiler;Holzweiler;3 - Good condition;;5200;1000.0;True
2024-01-25;outfit.5ff05e02c509423bb6af7b47674b7ecd;Salut Dress;IRO;Den Dama;3 - Good condition;;1300;450.0;True
2023-05-15;outfit.6043fafe9a5745aea32af73d2e2909ee;L Ecru Lenient Jumpsuit;Holzweiler;Holzweiler;3 - Good condition;;1900;700.0;True
;outfit.60915e23f1014eef851ef54d09b8f69e;S Mike Tee;IBEN;IBEN (Storheil Agency);3 - Good condition;;1900;700.0;True
2023-09-15;outfit.60a1072927ca4f13ae03d6f876c42cb3;Ragnhild Solid Dress;Line of Oslo;FJONG;3 - Good condition;;3300;1150.0;True
2023-09-19;outfit.60e2f1cd2f9d4f088234f7c2ec4e173e;Sand Riot Blazer;Holzweiler;HOLZWEILER;3 - Good condition;;1300;500.0;True
2023-01-10;outfit.612f898671fe45f69c96eee4ac62dd56;3 Pom Pom Knit;Maud;Høyer;4 - Minor defects;små huller, men jeg kan knapt se de. ;1300;350.0;False
2023-05-15;outfit.6136bc952fe04b5ea9f9b097c486b07c;M Black & White Leaf Tunic;SOYAAULAIT;Soyaaulait;3 - Good condition;;2000;550.0;False
;outfit.61527660108d489c8374e4bcf9e18c69;L1 Daylily Dress;byTiMo;FJONG;3 - Good condition;;900;300.0;True
;outfit.61537c25869e4fb4b64d7910e69cb338;XS 2 Cameron Skirt;Ganni;Høyer;3 - Good condition;;3500;1225.0;False
2023-09-19;outfit.616879056b4d4e198d25063e85ffcb2f;Spring Dress Black;C.L.E.A.N. by Christina Ledang;C.L.E.A.N. by Christina Ledang;3 - Good condition;;2900;899.0;True
2024-01-25;outfit.616ada451e354917963b6f68e220750b;Salut Dress;IRO;Den Dama;3 - Good condition;;2200;799.0;True
2023-05-10;outfit.61b55a18777f451ab3d3c1a4fc2fe17b;L Khaki Decorated Vintage Mini Dress;byTiMo;FJONG;2 - Very good condition;;2000;450.0;True
2023-05-15;outfit.61e81b24086f4336996752bc407f409c;S Blossom Embroidery Contrast Dress;SoyaAulait;Soyaaulait;3 - Good condition;;1700;600.0;True
2023-09-15;outfit.629e2be41cd547bcaf18e4eea0f19516;White Marilyn Dress;Urban Pioneers;Urban Pioneers;3 - Good condition;;1500;550.0;True
2024-01-25;outfit.62ba34ea8bf44f7ab0d27822ed8cf7af;1 Offwhite Floral Top;By Malene Birger;Høyer;3 - Good condition;Flekk som ikke går bort på ene benet. Syntes ikke så godt. ;2800;599.0;True
;outfit.62f2c6c90a664d2d8d3df7785e1abc50;XL Black Flared Pant;MAUD;Høyer;3 - Good condition;;2400;599.0;False
2023-05-15;outfit.634b1511f5dc4cda9ec643d45881a675;S Grey Alva Tunic;SOYAAULAIT;Soyaaulait;3 - Good condition;;9000;900.0;True
2024-01-25;outfit.63651459174646b6a28928dbdf5dd880;Green Print Ring My Bell Top;Høst & Vår;Høst & Vår;3 - Good condition;Liten flekk bak;2400;599.0;True
;outfit.63ded062f336407789b1f0027fdc29ef;XS1 Blue Floral Shirt;By Malene Birger;Høyer;1 - As new;;1300;499.0;False
2024-01-25;outfit.6405355d940d4d8cb7de54993c911f89;XS Hellin Top;By Malene Birger;Høyer;4 - Minor defects;;;;False
2023-10-31;outfit.643a3e42122e4d68b75a508e124c9652;Black Donella Blazer;By Malene Birger;FJONG;3 - Good condition;;1500;450.0;True
2022-07-08;outfit.64a0e45c83dc4304becbf6218ac02fb8;S Isabella Wrap Top Mint Dandy;FWSS;FJONG;3 - Good condition;;2600;899.0;True
;outfit.650fb06c9dce4e6cbd9ce09344098c0b;S 4 Cameron Dotted Blouse;Ganni;Høyer;3 - Good condition;Litt slitt. ser bare brukt ut.;1600;400.0;False
;outfit.6555207a2e3c42b0b59854e7c185d228;M 1 Cabernet Mia Dress;Creative Collective;Høyer;5 - Damaged;Nuppete, tråder dratt ut. Skade på høyre side i skulderhøyde. Har også flekker oppå høyre skulder;3500;500.0;True
2023-05-15;outfit.6563fa662fa642e4a40eac1a839cb435;M Navy Pinstriped Knee Length Skirt;C.L.E.A.N. by Christina Ledang;C.L.E.A.N. by Christina Ledang;3 - Good condition;;1700;549.0;False
2022-07-11;outfit.65880fd633594bf4ab0b833b9c09d29a;S2 Spring Garden Dress;byTimo;Sigrid Sollund;3 - Good condition;Wear and tear;2700;499.0;True
2023-12-12;outfit.65c8d709b89742788180f5c5225ac08c;M Sweet Life Trousers;Veronica B. Vallenes;Arkivet Hegdehausveien;3 - Good condition;;2500;700.0;True
2023-12-12;outfit.65e7494b36ec4b92a62d064ba372e99c;M Pink Silk Blouse ;FWSS;FWSS;5 - Damaged;item has unremovable yellow stains infront (right side);2500;600.0;False
;outfit.662df044b9174634a35cc35c39bd1d16;L Aina Leo Dress;Line of Oslo;FJONG;3 - Good condition;;2000;560.0;True
2023-09-15;outfit.6645705e9c7a46aab573aea630722788;Lung Two-Tones Skirt;FWSS;FWSS;3 - Good condition;Slitt i stoffet. Ellers helt fin;3800;1330.0;False
2022-09-15;outfit.670d3e142b2c4f9a929ee971aad295b1;Rhodes Josephine Dress;Reformation;FJONG;3 - Good condition;;2400;640.0;True
;outfit.6714dcba934d4c089fb812c2bd7e4709;XS Lilah Black Dress;By Malene Birger;Høyer;3 - Good condition;;5900;1500.0;True
2023-06-15;outfit.672d1150b3e249278408503394d8d5b5;M Wabi Embroidered Bright White Shirt;FWSS;FWSS;3 - Good condition;Falmet farge;2800;950.0;True
2023-09-19;outfit.674240b37745499f9e7d59ac007b9201;Double Sandy Set;Maja Stabel;Maja Stabel;3 - Good condition;Falmet i fargen, men veldig lite. ;2000;700.0;True
2024-01-25;outfit.674d0f85e9794e24a7127479fcec1da8;Brattspee Shirt Apples & Pears Lilac Pink;ILAG;ILAG;3 - Good condition;;2400;749.0;False
2023-05-15;outfit.67610398041a4b83a84c8ff5e216b093;S Navy Pinstriped Knee Length Skirt;C.L.E.A.N. by Christina Ledang;C.L.E.A.N. by Christina Ledang;3 - Good condition;;2100;700.0;True
2023-12-12;outfit.67a41f76b1dc4cffb6da5e9257d5910b;S Celeste Dolores Floral Skirt;Faithfull The Brand;FJONG;3 - Good condition;;2600;850.0;True
2023-05-15;outfit.67a61ff30d144d9a89aa85b141c52c7a;XS Torn Long Animal Floral Creme Dress;FWSS;FWSS;3 - Good condition;Wear and tear;1700;500.0;True
;outfit.67b05554be2547ff8033008297f9daac;XS Cameron Creme Blouse;Ganni;Høyer;4 - Minor defects;Flekker nederst på bein. Kan eventuelt legges opp for noen;2400;390.0;True
2022-08-16;outfit.67b05554be2547ff8033008297f9daac;XS Cameron Creme Blouse;Ganni;Høyer;3 - Good condition;;1900;665.0;False
2023-09-19;outfit.67bddd3e734f4c8388382cf9a0e60e28;Blossom Embroidery Raglan Sleeve Tunic;SoyaAulait;Soyaaulait;3 - Good condition;Litt skitt nederst på buksebenet;1900;699.0;False
2023-10-31;outfit.682cad04f9644aa692e0326d850b670d;Sulana Blouse Blue;By Malene Birger;FJONG;3 - Good condition;;2000;699.0;True
;outfit.684efa997862433aaf292a14289eaa4a;M Prism Ditsy Gown;Needle & Thread;FJONG;4 - Minor defects;stort pennemerke på høyre hofte på rysjekanten;2500;650.0;False
2023-10-31;outfit.68619657037e49be85070ff82067b940;Limon Wrap Skirt Black;Samsøe & Samsøe;FJONG;3 - Good condition;bare slitt men ellers fin;2000;800.0;True
2023-12-12;outfit.6863ca63479f407698d3588283a2402c;L Double Sandy Set;Maja Stabel;Maja Stabel;4 - Minor defects;små hull, løse tråder;2000;450.0;False
2024-01-25;outfit.68697097760e40e6863c0c950cb2f8cc;Chelsea Bow Shirt;Untold Stories;Arkivet Hegdehausveien;3 - Good condition;"Litt ""slitt"" men ellers fin";1200;500.0;True
